content,title,description,time
"Sau một tuần trở về quê tất bật cùng sư trụ trì chùa Phổ Quang (ngụ phường Quảng Phú, TP Quảng Ngãi) mừng đại lễ Phật đản năm 2016, Phật lịch 2560, chiều 21/2, hai ni cô Kim Yến và Kim Anh đón xe Phương Trang vào Nam học tập trở lại thì gặp nạn. Sư trụ trì chùa Phổ Quang Nguyễn Thị Hồng Thu cho biết, rạng sáng 22/5, Kim Anh điện về báo tin hai ni cô của chùa vừa may mắn thoát chết trong vụ tai nạn xe khách bốc cháy ngùn ngụt ở Bình Thuận. Hành trang của sư cô này bỗng chốc hóa thành than tro, họ phải mượn điện thoại di động của người đi đường báo tin về nhà chùa. Anh (26 tuổi) và Yến (24 tuổi, đều ngụ ở xã Nghĩa Phú, TP Quảng Ngãi) đến chùa tu hành từ năm 2008. Học xong lớp 12, hai ni cô thi đỗ và học ở trường Cao đẳng Phật giáo Bạc Liêu. Mới đây, hai sư cô về quê cùng nhà chùa lo Đại lễ Phật Đản năm 2016, đến chiều 21/5 đón xe khách vào Nam học tập trở lại thì gặp nạn. ""Lo quá, sau khi nghe tin, 5h sáng 22/5, tôi cấp tốc đón xe từ Quảng Ngãi vào Bình Thuận để trấn an tinh thần cho hai sư cô của chùa. Kim Anh không bị thương gì còn Kim Yến chỉ bị chấn thương phần mềm ở chân. Mô phật, ơn nhờ đức phật phù hộ, hai sư cô may mắn thoát chết"", sư cô Thu bộc bạch. Chưa hết bàng hoàng, sư cô Kim Anh thuật lại, sau đại lễ Phật Đản, chiều 21/5, hai ni cô mua vé xe khách giường nằm Phương Trang ghế số 4 và 6 kề nhau vào Nam  trở lại học tập ở trường Cao đẳng Phật giáo Bạc Liêu. "" Rạng sáng 22/5, em và Yến đang ngủ say thì nghe tiếng nổ vang trời, xe khách chao đảo rồi bốc cháy. Trong lúc mọi người la khóc thảm thiết thì một thanh niên kề bên đã cầm búa cứu nạn đập vỡ kính mở lối thoát. Hai chúng em chui ra ngoài thoát chết gang tấc trước khi đám cháy bùng lên dữ dội vây kín xe khách"", sư cô Kim Anh kể. Trao đổi với  chiều ngày 22/5, ông Lê Minh Tuấn- Giám đốc Bến xe Quảng Ngãi cho hay, đến 16h chiều nay, cơ quan chức năng đã xác định có 13 người chết và 36 người bị thương, bỏng nặng trong vụ tai nạn thảm khốc ở huyện Hàm Thuận Nam(Bình Thuận). Trong số người Quảng Ngãi tử vong trong vụ tai nạn thảm khốc này có hai chị em Võ Thị Xuân và Lê Thị Thanh Danh (ngụ xã Đức Chánh, huyện Mộ Đức) đang trên đường từ Quảng Ngãi vào TP HCM chữa bệnh thì gặp nạn. ""Thi thể tài xế xe khách Phương Trang - Phạm Văn Thảo (ngụ huyện Hoài Nhơn, tỉnh Bình Định) văng xuống đất sau vụ tai nạn nên dễ dàng xác định danh tính. 10 thi thể cháy đen vẫn đang được cơ quan chức năng giám định ADN, hai thi thể còn lại vẫn chưa thể tìm thấy"", ông Tuấn nói. Chiều cùng ngày, Quảng Ngãi đã lập đoàn công tác do ông Phạm Trường Thọ - Phó chủ tịch UBND tỉnh làm trưởng đoàn cùng Ban An toàn giao thông vào phối hợp với tỉnh Bình Thuận hỗ trợ các gia đình nạn nhân. Trước mắt, tỉnh Quảng Ngãi hỗ trợ cho gia đình có người chết 5 triệu đồng, người bị thương 3 triệu đồng. ",Hai sư cô thoát chết trong vụ tai nạn ở Bình Thuận,"
Trong vụ tai nạn thảm khốc ở Bình Thuận khiến 13 người chết, hai sư cô Quảng Ngãi đi trên xe khách giường nằm Phương Trang may mắn thoát chết trong gang tấc.
","
18:52 22/05/2016
"
"Một nhân chứng cho biết, khoảng 7h30 chiếc container biển số tỉnh Hưng Yên chạy trên cao tốc Cầu Giẽ - Pháp Vân. Tới cầu vượt Thường Tín (Hà Nội), xe cua gấp lao xuyên rào hộ lan và rào B40 xuống đường gom dân sinh.Chiếc container tiếp tục đâm bẹp xế hộp 5 chỗ màu xanh di chuyển trên đường gom khiến xe này bị kẹt trước gầm xe tải. Va chạm khiến người đàn ông trung niên trong ôtô 5 chỗ bị thương được người dân kéo ra ngoài. Theo lời kể, xe tải di chuyển với tốc độ nhanh. Nhiều người dân di chuyển ở đường gom sợ hãi, phanh gấp. Phần đuôi xe tải chắn một làn đường khiến giao thông trên cao tốc ùn ứ, các phương tiện di chuyển khó khăn.Trao đổi với , lãnh đạo đội 1 - Cục CSGT, cho biết nhận được thông báo vụ việc ban lãnh đạo đội huy động hai tổ công tác tới phân luồng phương tiện, bảo vệ hiện trường. Va chạm khiến tài xế ôtô bị thương, hai ô tô bị hư hỏng. Ngoài ra, hơn 20 m rào hộ lan và rào B40 hư hỏng. Vị trí xảy ra sự cố là khúc cua trên cao tốc. Thời điểm sáng sớm trời mưa, đường trơn.Sau hai giờ, lực lượng cứu hộ đã đưa hai xe gặp nạn rời khỏi hiện trường. Giao thông trên tuyến Cầu Giẽ - Pháp Vân lưu thông bình thường trở lại. ","Lao xuyên hộ lan cao tốc, xe container đâm bẹp xế hộp","
Sáng 8/4, chiếc container biển số tỉnh Hưng Yên mất lái lao xuyên hộ lan trên cao tốc Pháp Vân - Cầu Giẽ (Hà Nội) rồi đâm bẹp xế hộp ở đường gom dân sinh.
","
12:53 08/04/2016
"
"Usman Ali (25 tuổi) làm thợ sửa lốp tại garage sửa chữa ôtô của cha mình. Vào ngày cưới được tổ chức cuối tuần qua, anh đã bỏ ra tới 5.000 bảng Anh để thuê một chiếc Ferrari 458 Spider làm xe hoa, với ước vọng mang lại hạnh phúc nhất có thể cho cô dâu.Tuy nhiên, kịch bản không được như Usman mong đợi. Vào ngày Chủ nhật, trong khi lái chiếc Ferrari 458 Spider, anh đã đạp nhầm chân ga thay vì chân phanh. Kết quả, chiếc siêu xe mui trần có khả năng tăng tốc từ 0-96 km/h chỉ trong 3 giây đã lao như tên bắn và đâm thẳng vào tường nhà của một người bạn của chú rể. Trong lời khai, Usman nói rằng thảm trải sàn của xe là nguyên nhân khiến anh nhầm chân ga với chân phanh. May mắn thay, Usman không hề gặp phải thương tích nào và thoát ra khỏi chiếc xe an toàn. Trái lại, chiếc Ferrari 458 Spider hư hỏng khá nặng phần đầu và bốc khói nghi ngút tại hiện trường vụ tai nạn.Chi phí mà Usman sẽ phải đền bù được dự đoán vào khoảng 25.000 bảng, trong đó gồm 5.000 bảng tiền đặt cọc và 20.000 bảng cho việc sửa chữa. “Anh ấy là một chàng trai ngoan nhưng chắc không phải một tay lái tốt và quen với những siêu xe như thế này”, một người bạn của Usman chia sẻ với tờ . Một người bạn khác cho biết giá mà Usman phải bỏ ra để thuê chiếc Ferrari 458 Spider là 600 bảng/ngày. Do đó, số tiền mà chú rể thiệt hại chắc chắn sẽ phải vượt qua con số 25.000 bảng Anh kể trên. ",Chú rể lái siêu xe Ferrari đâm vào tường nhà bạn,"
Nhầm chân ga với chân phanh, một chú rể tại Anh đã đâm chiếc siêu xe mui trần Ferrari trị giá 240.000 bảng vào tường nhà bạn.
","
17:14 19/04/2016
"
"Sáng 6/3, bà Ngôn Thị My Sen (37 tuổi, ngụ huyện Bình Sơn) chạy xe máy chở hai con gái đi trên đường Hoàng Hoa Thám (TP Quảng Ngãi) thì bị xe tải chạy cùng chiều tông từ phía sau.Chiếc ôtô tải hất văng ba mẹ con bà Sen, kéo lê xe máy hàng chục mét mới dừng lại. Hậu quả là bà Sen và cháu Phạm Thanh Thanh Huệ (10 tuổi) chết tại chỗ, riêng cháu Phạm Thanh Hiếu (7 tuổi) may mắn bị thương nhẹ, thoát chết gang tấc. Trước vụ việc đau lòng, người dân tại khu vực xảy ra tai nạn đã lập thùng quyên góp tiền chia sẻ đau thương cùng gia đình nạn nhân. Theo nhiều nhân chứng, tài xế xe tải mang biển kiểm soát 76M-1008 chạy đến ngã 4 đường Hoàng Hoa Thám- Hoàng Văn Thụ tốc độ rất cao. Bước đầu Công an TP Quảng Ngãi nhận định, tài xế xe tải này lái xe qua ngã tư chạy quá tốc độ cho phép.Sau khi gây ra vụ tai nạn, tài xế Trần Quang Phu (39 tuổi, ngụ huyện Tư Nghĩa) đến trình diện cơ quan Công an phường Quảng Phú. Chiều cùng ngày, Công an TP Quảng Ngãi quyết định tạm giữ hình sự đối với tài xế Phu về hành vi vi phạm quy định về điều khiển phương tiện giao thông đường bộ, gây hậu quả nghiêm trọng.9 ngày trước, tài xế này cũng đã bị Công an huyện Ba Tơ (Quảng Ngãi) tước giấy phép lái xe vì Vi phạm Luật An toàn giao thông đường bộ.",Xe tải chở xi măng đâm chết hai mẹ con ,"
Chở hai con gái đi trên đường Hoàng Hoa Thám (TP Quảng Ngãi), bà Sen cùng con bị ôtô tải chạy cùng chiều tông từ phía sau.
","
15:48 06/03/2016
"
"Ngày 14/5, đại tá Đào Hòa Nam - Trưởng công an huyện Mộc Hóa (Long An), cho biết vào khoảng 16h ngày 12/5, vụ tai nạn giao thông xảy ra trên địa bàn khiến một người tử vong tại chỗ.Thời điểm trên, tài xế Ngô Quang Trưởng (21 tuổi, ngụ xã Tân Đông, huyện Thạnh Hóa, Long An) điều khiển xe ben loại 15 tấn chở đất lưu thông trên đường huyện. Do trời mưa, đường trơn, tài xế không làm chủ được tốc độ nên phương tiện lao xuống mương nước (địa bàn ấp 2, xã Bình Phong Thạnh).Anh Trưởng không mở cửa thoát ra được, bị kẹt trong cabin và chìm xuống nước cùng phương tiện. Khi phát hiện vụ việc, người dân và các công nhân gần đó huy động xe cẩu đến kéo xe ben lên để cứu tài xế. Tuy nhiên, nạn nhân được xác định đã chết trước khi được đưa đi cấp cứu.Nhận được tin báo, lực lượng cảnh sát huyện Mộc Hóa có mặt tại hiện trường để điều tra nguyên nhân vụ việc.","Xe ben lao xuống mương, tài xế chết trong cabin","
Do trời mưa đường trơn, tài xế xe ben không làm chủ tốc độ khiến phương tiện lao xuống mương. Không mở được cửa, nạn nhân tử vong trong cabin.
","
10:33 14/05/2016
"
"Ông Trần Hữu Minh, Phó chánh văn phòng Ủy ban ATGT cho biết, 97% tổng các vụ tai nạn xảy ra ở đường bộ khiến 20 người chết, 22 người bị thương. Đường sắt xảy ra một tai nạn khiến 1 người chết và bị thương.So với cùng kỳ năm 2015, số vụ tai nạn và số người bị thương giảm nhưng tăng 4 người chết.Lực lượng cảnh sát giao thông xử phạt hơn 5.300 trường hợp, nộp hơn 3 tỷ, tạm giữ 18 ôtô, 547 xe môtô và tước 277 GPLX.Trong ngày đầu kỳ nghỉ lễ, đường dây nóng tiếp nhận 150 cuộc gọi và tin nhắn của người dân phản ánh về tình trạng tăng giá vé, chở quá số người quy định. Ủy ban ATGT quốc gia đã yêu cầu các đơn vị có liên quan thực hiện kiểm tra, xử lý. ""Trong ngày đầu, xuất hiện tình trạng một số người quấy rối, nháy máy và có những lời lẽ lăng mạ đối với các số điện thoại đường dây nóng của Ủy ban ATGT"", ông nói và đề nghị lực lượng chức năng của Bộ Công an vào cuộc điều tra xử lý theo đúng quy định của pháp luật.Phó chánh văn phòng cũng cho biết, trong ngày 29/4 và 30/4 tình hình giao thông nhiều địa phương phức tạp. Tình trạng ùn ứ tái diễn ở nhều nơi, đặc biệt tuyến vành đai 3 - Pháp Vân (Hà Nội) và các bến xe, cửa ngõ phà Cát Lái, sân bay Tân Sơn Nhất (TP HCM). Nguyên nhân do mật độ phương tiện của nhân dân về quê nghỉ lễ tăng cao dẫn đến nhiều vụ va chạm. Tình trạng xe khách nhồi nhét, tăng giá vé vẫn tái diễn. Để bảo đảm ATGT trong những ngày nghỉ lễ tiếp theo, Ủy ban ATGT quốc gia đề nghị cơ quan liên ngành các địa phương chú trọng xử lý các vi phạm giao thông về nồng độ cồn, tốc độ, đi sai làn đường, không đội mũ bảo hiểm, ... Đồng thời tăng cưỡng xử lý kịp thời các thông tin qua đường dây nóng phục vụ nhu cầu đi lại của người dân.",21 người chết do tai nạn ngày đầu nghỉ lễ 30/4,"
Ủy ban ATGT quốc gia cho biết, ngày đầu nghỉ lễ, cả nước xảy ra 34 vụ tai nạn khiến 21 người chết, 23 người bị thương.
","
19:25 30/04/2016
"
"5 ngày sau vụ việc xe Camry đâm chết người trên phố Ái Mộ (quận Long Biên, Hà Nội) khiến 3 người tử vong, hình ảnh em Trần Việt Dương - con nạn nhân Nguyễn Thị Trúc - khiến nhiều người thương cảm. Nam sinh tâm sự không còn nghĩ đến ước mơ vào đại học khi mất mẹ trong tai nạn giao thông đau lòng. Cậu học trò lớp 12 đang là học sinh trường THPT Vạn Xuân, Long Biên.Trong gia đình, chỉ còn Dương là chỗ dựa cho người cha là ông Trần Việt Dũng đang đau ốm, bệnh tật. Trước đó, bà Trúc lo kinh tế cho cả gia đình với số lương giúp việc chỉ hơn 1 triệu đồng một tháng. Mẹ mất, bố ốm đau, đồng nghĩa cánh cửa đại học của Dương gần như khép lại.Ngày 4/3, Ban giám hiệu trường THPT Vạn Xuân  đến thăm hỏi gia đình Dương. Lãnh đạo trường quyết định miễn hoàn toàn học phí cho nam sinh tới khi tốt nghiệp. Toàn thể học sinh, giáo viên và các phụ huynh trường THPT Vạn Xuân còn quyên góp, trao cho gia đình 20 triệu đồng.Cô Lê Thị Hồng Liên, cố vấn Đoàn trường THPT Vạn Xuân cho biết, trường đã chuẩn bị nhiều biện pháp để giúp đỡ và hỗ trợ gia đình Dương. Nam sinh đã đi học trở lại sau 3 ngày xảy ra sự việc. Hiện tại, trường THPT Vạn Xuân tiếp tục quyên góp hỗ trợ gia đình Dương. Ngày mai (5/3), cựu học sinh của trường sẽ đến giúp gia đình thêm khoản tiền để trang trải.Cô Liên nhấn mạnh, điều quan trọng lúc này là động viên nam sinh về mặt tinh thần để sớm vượt qua nỗi đau. ",Miễn học phí cho con nạn nhân vụ xe Camry đâm chết người,"
Lãnh đạo trường THPT Vạn Xuân (Long Biên, Hà Nội) đã miễn học phí cho Trần Việt Dương đến khi tốt nghiệp THPT, đồng thời trao cho em và gia đình số tiền ủng hộ 20 triệu đồng.
","
18:19 04/03/2016
"
"Thông tin ban đầu, khoảng 16h30, một chiếc ôtô 29 chỗ mang biển số 53S, chở 27 hành khách của một đoàn dưỡng lão đi hướng từ TP Bảo Lộc - Đồng Nai. Khi đến hơn nửa đèo, tài xế xe này vượt qua một chiếc ôtô tải mang biển số 49C đang đậu bên đường. Lúc này, có một chiếc xe khách chạy chiều ngược lại nên tài xế đánh lái vào bên trong để tránh nên đâm mạnh vào đuôi xe tải.Một chiến sĩ cảnh sát cơ động cho biết, cú va chạm mạnh đã khiến một cụ già tử vong tại chỗ và 5 người khác bị thương. Họ đã được đưa đi cấp cứu. Tai nạn còn làm đèo Bảo Lộc kẹt cứng nhiều giờ liền.",Đèo Bảo Lộc kẹt cứng sau vụ tai nạn 6 người thương vong,"
Chiều 13/3, tại đèo Bảo Lộc (TP Bảo Lộc, Lâm Đồng), một vụ tai nạn nghiêm trọng xảy ra làm một nạn nhân tử vong và 5 người bị thương.
","
22:34 13/03/2016
"
"Tai nạn xảy ra vào 15h ngày 12/3, trên đường ĐT 758 (đoạn qua địa bàn xã Tân Hưng, huyện Hớn Quản, Bình Phước).Theo thông tin ban đầu, thời gian trên, nam thanh niên (chưa rõ lai lịch) điều khiển xe máy biển số 93C1 lưu thông trên đường ĐT 758 theo hướng thị xã Bình Long về huyện Đồng Phú (Bình Phước) với tốc độ cao. Đến điểm trên, phương tiện này đâm trực diện xe máy biển số 93P do bà Đặng Thị Ngọc Hương (46 tuổi, ngụ huyện Hớn Quảng) điều khiển, chở con gái Phạm Thị Ngọc Lan (17 tuổi).Va chạm mạnh khiến bà Hương và nam thanh niên tử vong tại chỗ. Chị Lan ngã xuống đường, phải nhập viện cấp cứu trong tình trạng nguy kịch. Tại hiện trường, hai phương tiện biến dạng, hư hỏng nghiêm trọng. Nhận tin báo, lực lượng cảnh sát giao thông và Công an tỉnh Bình Phước có mặt xử lý hiện trường, điều tra làm rõ vụ việc. Nhà chức trách chưa công bố phương tiện nào lấn làn dẫn đến va chạm.   “Tuyến ĐT 758 qua xã Tân Hưng hẹp, nhiều khúc cua trong khi không có vạch phân làn nên các phương tiện tham gia giao thông thường lấn làn, vượt nguy hiểm. Nhiều vụ tai nạn xảy ra ở khúc cua hoặc do người điều khiển phóng nhanh, vượt ẩu gây nên”, một cư dân địa phương nói. ","Xe máy đấu đầu, 2 người tử vong tại chỗ","
Bà Hương điều khiển xe máy chở con gái lưu thông trên đường thì bị phương tiện do thanh niên điều khiển ngược chiều tông trúng. Cú va chạm mạnh làm 2 người chết tại chỗ.
","
07:06 13/03/2016
"
"Khoảng 10h30 ngày 22/5, một nam thanh niên điều khiển xe máy chở một phụ nữ, lưu thông trên Xa lộ Hà Nội, hướng từ trung tâm quận 1 về Suối Tiên. Khi qua cầu vượt trạm hai Thủ Đức (quận 9) nam thanh niên điều khiển xe máy không kiểm soát được tốc độ đã tông vào đuôi xe tải (loại 1,9 tấn) lưu thông cùng chiều rẽ phải để đi lên cầu vượt. Sau vụ tai nạn, 2 người đi xe máy bị thương nặng.Tại hiện trường, một CSGT đã tìm cách dừng nhiều ô tô con để đưa nạn nhân đi cấp cứu. Tuy nhiên, dù thấy hiệu lệnh song hầu hết các xe hơi đều tăng ga bỏ chạy. Khoảng 10 phút sau, một chiếc taxi mới chịu dừng lại để đưa 2 nạn nhân đã bất tỉnh nhập viện.Xa lộ Hà Nội đoạn cầu vượt trạm hai Thủ Đức nườm nượp xe tải, xe container lên cầu vượt. Để đảm bảo an toàn, tại đoạn xa lộ này, phần làn đường xe máy đã được bít kín, phương tiện xe máy phải rẽ phải di chuyển lên cầu vượt. Tuy nhiên nhiều xe máy đã bất chấp nguy hiểm, lưu thông vào làn đường của xe tải nhằm muốn nhanh hơn, dễ xảy ra tai nạn.","Nhiều xe con dửng dưng, bỏ mặc đôi nam nữ đang nguy kịch","
Dù CSGT ra hiệu lệnh dừng xe cứu người nhưng nhiều tài xế xe con vẫn tăng ga chạy, bỏ mặc 2 nạn nhân đang nguy kịch trên xa lộ Hà Nội (quận 9, TP HCM).
","
17:23 22/05/2016
"
"Công an quận 4 (TP HCM) đang tạm giữ Nguyễn Trung Kiên (22 tuổi, ở quận 4), Nguyễn Thanh Tùng (23 tuổi, tạm trú ở quận Bình Tân) để điều tra về hành vi Cướp tài sản.Theo cơ quan điều tra, rạng sáng 6/3, chị Trang (19 tuổi, ở quận 4) đang chạy xe máy trên đường Khánh Hội, phường 5, quận 4 thì va chạm với xe của anh Thuận (28 tuổi, ở quận 4) khiến cả 2 ngã xuống đường.Sau vụ va chạm, người dân xung quanh dìu 2 nạn nhân và dắt xe lên lề đường. Khi bình tĩnh trở lại, anh Thuận lấy điện thoại gọi người thân đến giúp liền bị 4 thanh niên xông đến chém vào người thanh niên này rồi cướp chiếc xe tay ga của chị Trang.Nghe tiếng tri hô, một cán bộ công an phường 3, quận 4 cùng đồng đội đã bắt được một trong 4 nghi can gây ra vụ cướp. Hắn tên Kiên. Từ lời khai của những người có liên quan, cảnh sát bắt thêm Tùng.Công an xác định, ngoài Tùng và Kiên, Phan Trung Hiếu (24 tuổi, ở quận 4) và một thanh niên tên Phúc (chưa rõ lai lịch) cùng tham gia. Cả 2 đang bỏ trốn.",Cướp xe tay ga của người bị tai nạn,"
Thấy anh Thuận và chị Trang còn đau sau vụ va chạm giao thông, 4 thanh niên cầm mã tấu đến chém chàng trai rồi cướp xe của cô gái để tẩu thoát.
","
20:56 08/03/2016
"
"Sáng 11/3, Cục Đăng kiểm VN có văn bản báo cáo Bộ GTVT về vụ chiếc rơ moóc đang được kéo bởi một xe ben thì bị tuột moóc, đâm tử vong 2 phụ nữ đi xe máy tại Tây Ninh vào sáng 10/3.Thời điểm xảy ra tai nạn, xe ben chở đất (do Trần Thanh Liêm, 36 tuổi ngụ xã Truông Mít, huyện Dương Minh Châu lái) đang kéo theo rơ moóc đi trên Tỉnh lộ 790 đoạn qua xã Bến Củi, huyện Dương Minh Châu, bất ngờ rơ moóc bị tuột, va chạm với 2 xe máy do chị Đồng Thị Hòa và Đinh Thị Hồng Thy (xã Truông Mít, huyện Dương Minh Châu) điều khiển theo chiều ngược lại. Cú va chạm khiến chị Hòa và chị Hồng tử vong, chiếc rơ moóc tiếp tục lao qua lề đường bên đối diện, rồi đâm xuống  vệ đường.Cục Đăng kiểm VN cho biết, chiếc xe rơ moóc là loại tự chế, được chủ xe dùng để chở các máy xúc, đào. Theo quy định, chiếc xe tải tự đổ không được phép kéo theo rơ moóc không có chứng nhận kiểm định an toàn kỹ thuật.Liên quan đến chiếc xe tải, xe mang nhãn hiệu Daewoo, sản xuất năm 1995 tại Hàn Quốc. Xe đăng kiểm lần gần nhất ngày 4/1/2016 và có hạn đến 13/4/2018. Chủ xe theo Giấy đăng ký là Võ Thị Mỹ Hạnh (Tổ 9, Thuận Bình, Truông Mít, Dương Minh Châu).",Rơ moóc tự chế tuột khỏi xe đâm chết 2 phụ nữ,"
Chiếc rơ moóc gây tai nạn làm chết 2 phụ nữ ở Tây Ninh là xe tự chế, không được phép lưu thông.
","
16:12 11/03/2016
"
"Trên trang cá nhân, Kiều Anh chia sẻ: ""Hôm nay (13/3) hai vợ chồng chạy xe ngoài đường chẳng may xe mất lái lao lên giải phân cách. Rất may là chỉ có xe bị xây xước, người không bị làm sao"".Theo Kiều Anh kể lại, dù chỉ là va quệt nhẹ nhưng nữ ca sĩ không tránh khỏi hoảng loạng. Cô chưa kịp định thần thì nhiều chiếc điện thoại đã dơ lên để chụp ảnh thay vì giúp đỡ vợ chồng người bị nạn. ""Liên hệ tới những vụ tai nạn giao thông khác mà nạn nhân gặp người đi đường vô tâm. Dù mình chỉ bị rắc rối chút xíu, nhưng sao vẫn thấy đau lòng và hiểu được cảm giác bất lực khi đang gặp chuyện trên đường mà chẳng ai giúp đỡ. Họ làm đủ trò, họ truy lý lịch của chủ xe để thể hiện sự hiểu biết, thậm chí họ còn hỏi nhau biển số của những xe gặp nạn ra, để tối về làm 'con đề'"".Chia sẻ với  Kiều Anh cho biết: ""Tôi thấy người đi đường ngày càng vô tâm. Một vài diễn đàn trên mạng xã hội đã khiến vẫn tiếp tay cho những người đi đường thấy tai nạn là dơ điện thoại lên chụp ảnh. Sau đó, họ còn dùng những bình luận ác ý và miệt thị dưới mỗi bức ảnh đó mặc kệ suy nghĩ và cảm nhận của nạn nhân"".Cô cho biết thêm: ""Con người càng ngày càng độc ác, vô tâm, và hiếu kỳ một cách vô văn hoá"". Cũng trên cá nhân, ca nương Kiều Anh cho biết cô nhận được sự hỗ trợ nhiệt tình của cảnh sát giao thông. Chia sẻ của ca nương Kiều Anh nhận được sự quan tâm của cư dân mạng. Nhiều người an ủi và đồng tình với câu chuyện mà giọng ca chia sẻ trên trang cá nhân.",Người đi đường vô tâm khi ca nương Kiều Anh bị tai nạn,"
Xe của ca nương Kiều Anh mất lái và gặp tai nạn trên đường nhưng thay vì giúp đỡ, người đi đường cố gắng chụp ảnh dù CSGT đã cố ngăn cản.
","
10:30 14/03/2016
"
"Chiều 14/3, thượng tá Phạm Thanh Tâm - Trưởng Công an huyện Cần Giuộc (Long An) cho biết từ hình ảnh camera an ninh, đơn vị này vừa bắt nóng tài xế xe tải gây tai nạn giao thông chết người rồi bỏ trốn.Một ngày trước, cảnh sát nhận tin báo tại tỉnh lộ 835B, thuộc ấp Long Hưng, xã Long Thượng, huyện Cần Giuộc có một xác chết. Kết quả khám nghiệm xác định nạn nhân là người đàn ông tên Tuấn (45 tuổi, ở TP HCM), tử vong do tai nạn giao thông. Tuy nhiên, người và phương tiện liên quan đến vụ tai nạn đã rời khỏi hiện trường.Trích xuất hình ảnh camera an ninh, cơ quan chức năng phát hiện phương tiện gây tai nạn bỏ chạy là một ôtô tải. Người cầm lái chiếc xe thời điểm xảy ra vụ việc là Lê Thành Phong (41 tuổi, người địa phương).Khẩn trương truy tìm, Công an huyện Cần Giuộc đã bắt nóng tài xế gây tai nạn chết người rồi bỏ chạy. Bước đầu, Phong thừa nhận đã lái xe bỏ chạy sau khi tông chết người đàn ông đi đường. Trước khi bị bắt, anh này đã mang xe đi rửa hòng xóa dấu vết.Theo thượng tá Phạm Thanh Tâm, huyện Cần Giuộc đã đầu tư gần 1 tỷ đồng để lắp hệ thống camera an ninh tại 68 điểm gồm180 camera. Thời gian tới, huyện này sẽ phủ kín camera an ninh toàn huyện.",Bắt tài xế xe tải tông chết người nhờ camera an ninh,"
Trích xuất hình ảnh camera an ninh, cảnh sát nhanh chóng xác định tài xế xe tải tông chết người trên quốc lộ. Trước khi bị bắt, anh này đã mang xe đi rửa hòng xóa dấu vết.
","
07:05 15/03/2016
"
"Khoảng 16h ngày 14/3 trên quốc lộ 6, đoạn qua đèo Thung Khe (xã Thung Khe, huyện Mai Châu) xuất hiện một cột khói bốc lên nghi ngút.Theo nhiều người lưu thông trên tuyến đường, đám cháy được cho là xuất phát từ tai nạn giữa một xe bồn và xe khách khiến nhiều người thương vong.Chị Lê Kiều Trang cho hay, khi chị đang trên xe từ Mai Châu về Hà Nội thì gặp vụ tai nạn. Xe bồn lật ngang và bốc cháy, khói nghi ngút nên xe chị không lại gần vụ tai nạn. Từ trong xe khách gặp nạn, một số người lồm cồm bò ra với nhiều vết thương trên người và mặt.Do đoạn đường từ tới Hòa Bình bị vụ tai nạn án ngữ nên xe khách buộc phải quay trở lại Mai Châu.Trong khi đó, nhiều hình ảnh được ghi lại từ hiện trường cho thấy, chiếc xe khách 24 chỗ của nhà xe Đức Thắng (tuyến Mỹ Đình - Điện Biên) lật ngang, phần đầu vỡ vụn. Cách đó vài chục mét là xe bồn hư hỏng nặng.Trao đổi với , đại diện Ủy ban An toàn giao thông Quốc gia cho hay, tai nạn khiến ít nhất 3 người đã tử vong, nhiều người khác bị thương. Cảnh sát PCCC Hòa Bình sau khi nhận tin đã huy động xe cứu hỏa cùng lính chữa cháy tiếp cận hiện trường. Xe của lực lượng cứu thương cũng xuất phát từ thành phố Hoà Bình để đi cấp cứu nạn nhân.Tới 17h30, thông tin từ Sở GTVT tỉnh Hòa Bình cho hay, ngoài 3 người tử vong còn có 9 người bị thương. Đến 18h, đám cháy cơ bản được dập tắt.Trao đổi với , ông Hà Văn Thu, Chủ tịch xã Thung Khe cho biết, trong số 3 người tử nạn có 2 người bị tử vong do cháy và hơn 10 người đã được đi cấp cứu. “Hai người tử vong do bị cháy nên không xác định được danh tính và chưa biết được là nam hay nữ. Hơn 10 người phải đi các Bệnh viện Mai Châu, Bệnh viện tỉnh Hòa Bình và xuống Hà Nội để cấp cứu.” - ông Thu cho hay.Cũng theo Chủ tịch xã Thung Khe, tối cùng ngày, công an vẫn khám nghiệm hiện trường, tuyến đường bị phong tỏa. Nguyên nhân ban đầu được cho là xe sơ mi rơ mooc chở nhựa đường vào khúc cua bị lật, đâm vào xe khách chạy ngược chiềuLãnh đạo đội CSGT huyện Mai Châu cho biết, cảnh sát phải phong tỏa 3 km tuyến quốc lộ 6, đoạn qua Thung Khe và hướng dẫn phương tiện đi vào đường tránh. Trước thông tin xe khách đi lấn làn, vị đội trưởng cho biết chưa thể xác định. Quốc lộ 6 đoạn qua đèo Thung Khe (hay đèo Đá Trắng) nằm giữa Tân Lạc và Mai Châu (Hòa Bình) là cung đường nguy hiểm do dốc, đá lở thường xuất hiện. Cung đường ngoài vẻ đẹp cũng nổi tiếng với những khúc cua chóng mặt.","Xe bồn đâm nát ôtô khách trên đèo, 3 người tử vong","
Vụ tai nạn giữa xe bồn và xe khách trên đèo Thung Khe (tỉnh Hòa Bình) khiến nhiều người thương vong. Quốc lộ 6 bị phong tỏa.
","
17:24 14/03/2016
"
